location,name,region,realm,rank,population_k,culture,faith,minorities,raw_material,engine_rank,abi_cultures
me_land_1080,Amon galendor,me_north_arnor_region,WILD,wilderness,0.011,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_1081,Dol galendor,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,fish,rural_settlement,
me_land_1082,Coldpoint,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fish,rural_settlement,
me_land_1083,Greengate,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_1084,Eithel galendor,me_anorien_region,GON,place,5.186,me_gondorian,me_valar_worship,,livestock,rural_settlement,chuukese_culture
me_land_1085,Emyn galendor,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,wheat,rural_settlement,kawaiisu_culture
me_land_1086,Blackmauk,me_north_arnor_region,ANG,place,1.492,me_northern_orc,me_melkorism,,wool,rural_settlement,yukpa_culture
me_land_1087,Gundbizar,me_lindon_region,BLU,place,0.263,me_firebeard_broadbeam,me_mahal_cult,,wool,rural_settlement,
me_land_1088,Imlad galendor,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_1089,Minas galendor,me_lebennin_region,GON,place,5.186,me_gondorian,me_valar_worship,,livestock,rural_settlement,chutia_culture
me_land_1090,Zaresh,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,wool,rural_settlement,wangan_culture
me_land_1091,Hazelbottom,me_shire_breeland_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,fiber_crops,rural_settlement,
me_land_1092,Khurach Camp,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,wool,rural_settlement,maanyan_culture
me_land_1093,Ost galendor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_1094,Azrim,me_near_harad_region,HRA,place,12.012,me_near_haradrim,me_southron_ways,,wheat,rural_settlement,alsea_culture
me_land_1095,Burzmauk,me_mirkwood_region,DOL,place,1.027,me_mordor_orc,me_sauron_cult,,wild_game,rural_settlement,
me_land_1096,Bahrim,me_far_harad_region,HFA,place,3.574,me_far_haradrim,me_southron_ways,,salt,rural_settlement,kolo_culture
me_land_1097,Taur galendor,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_1098,Darim,me_umbar_region,UMB,place,1.313,me_umbarite,me_sauron_cult,,livestock,rural_settlement,
me_land_1099,Dushmauk,me_mirkwood_region,DOL,place,1.838,me_mordor_orc,me_sauron_cult,,wool,rural_settlement,tolowa_culture
me_land_1100,Ghashmauk,me_mordor_region,MOR,place,8.473,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,aondironon_culture
me_land_1101,Bar galendor,me_lebennin_region,GON,place,5.186,me_gondorian,me_valar_worship,,clay,rural_settlement,churajon_culture
me_land_1102,Calen galendor,me_south_gondor_region,GON,place,2.686,me_gondorian,me_valar_worship,,wool,rural_settlement,nakawe_culture
me_land_1103,Driftpoint,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,clay,rural_settlement,
me_land_1104,Celon galendor,me_brown_lands_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_1105,Gormauk,me_mordor_region,MOR,place,6.356,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,asinikawithini_culture
me_land_1106,Nim galendor,me_anorien_region,GON,place,5.186,me_gondorian,me_valar_worship,,wool,rural_settlement,chumash_culture
me_land_1107,Amon gonddor,me_south_gondor_region,GON,place,2.686,me_gondorian,me_valar_worship,,livestock,rural_settlement,nakara_culture
me_land_1108,Dol gonddor,me_brown_lands_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_1109,Eithel gonddor,me_lebennin_region,GON,place,5.186,me_gondorian,me_valar_worship,,clay,rural_settlement,chukchi_culture
me_land_1110,Greygate,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_1111,Longgate,me_shire_breeland_region,BRE,place,0.49,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_1112,Emyn gonddor,me_south_gondor_region,GON,place,0.79,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_1113,Khazbizar,me_grey_mountains_region,ERE,place,0.809,me_longbeard,me_mahal_cult,,wild_game,rural_settlement,
me_land_1114,Farim,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,wool,rural_settlement,
me_land_1115,Kheledbizar,me_grey_mountains_region,WILD,wilderness,0.009,me_northern_orc,me_melkorism,,medicaments,rural_settlement,
me_land_1116,Hadrim,me_near_harad_region,HNE,place,2.651,me_near_haradrim,me_southron_ways,,wheat,rural_settlement,nduke_culture
me_land_1117,Bregofeld,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,clay,rural_settlement,oromo_culture
me_land_1118,Imlad gonddor,me_anorien_region,GON,place,5.186,me_gondorian,me_valar_worship,,wheat,rural_settlement,chugash_culture
me_land_1119,Grishmauk,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_1120,Northgate,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_1121,Minas gonddor,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,wool,rural_settlement,
me_land_1122,Ceorlfeld,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,livestock,rural_settlement,orokaiva_culture
me_land_1123,Kharim,me_far_harad_region,HFA,place,5.969,me_far_haradrim,me_southron_ways,,livestock,rural_settlement,avoyel_culture
me_land_1124,Mahrim,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,wheat,rural_settlement,wampar_culture
me_land_1125,Ost gonddor,me_belfalas_region,GON,place,5.186,me_gondorian,me_valar_worship,,wheat,rural_settlement,chu_culture
me_land_1126,Krimpmauk,me_mordor_region,MOR,place,4.826,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,eastern_amazigh
me_land_1127,Narim,me_far_harad_region,HRA,place,3.612,me_near_haradrim,me_southron_ways,,livestock,rural_settlement,itaukei_culture
me_land_1128,Déorfeld,me_rohan_region,ROH,place,1.889,me_rohirric,me_northern_ways,,horses,rural_settlement,tlingit_culture
me_land_1129,Lugmauk,me_rohan_region,ISE,place,0.33,me_isengard_uruk,me_sauron_cult,,livestock,rural_settlement,
me_land_1130,Taur gonddor,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,livestock,rural_settlement,kavieng_culture
me_land_1131,Bar gonddor,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,iron,rural_settlement,
me_land_1132,Mauhmauk,me_enedwaith_region,MOA,place,2.376,me_misty_orc,me_melkorism,,clay,rural_settlement,peruzzi_bank_culture
me_land_1133,Oakgate,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_1134,Southgate,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_1135,Calen gonddor,me_mirkwood_region,WOO,place,0.34,me_silvan,me_valar_worship,,wild_game,rural_settlement,
me_land_1136,Frostpoint,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_1137,Celon gonddor,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_1138,Nim gonddor,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_1139,Lodach Camp,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,livestock,rural_settlement,mayi_culture
me_land_1140,Muzgmauk,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_1141,Amon lothdor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_1142,Dol lothdor,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,livestock,rural_settlement,kaviag_culture
me_land_1143,Narach Camp,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,clay,rural_settlement,maybrat_culture
me_land_1144,Nargbizar,me_rhun_region,IRO,place,0.449,me_longbeard,me_mahal_cult,,wool,rural_settlement,
me_land_1145,Eithel lothdor,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_1146,Stonegate,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_1147,Eorlfeld,me_rohan_region,ROH,place,2.613,me_rohirric,me_northern_ways,,wool,rural_settlement,ngarinman_culture
me_land_1148,Qasim,me_near_harad_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,livestock,rural_settlement,wampanoag_culture
me_land_1149,Nazgmauk,me_rohan_region,ISE,place,0.238,me_isengard_uruk,me_sauron_cult,,horses,rural_settlement,
me_land_1150,Emyn lothdor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_1151,Imlad lothdor,me_north_arnor_region,WILD,wilderness,0.011,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_1152,Skaimauk,me_north_arnor_region,ANG,place,1.492,me_northern_orc,me_melkorism,,livestock,rural_settlement,yuki_culture
me_land_1153,Minas lothdor,me_north_arnor_region,WILD,wilderness,0.011,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_1154,Targar,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,livestock,rural_settlement,sisithunwan_culture
me_land_1155,Ost lothdor,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,livestock,rural_settlement,
me_land_1156,Taur lothdor,me_ithilien_region,WILD,wilderness,0.014,me_gondorian,me_valar_worship,,wheat,rural_settlement,
me_land_1157,Bar lothdor,me_lebennin_region,GON,place,5.186,me_gondorian,me_valar_worship,,wheat,rural_settlement,chorti_culture
me_land_1158,Rhovach Camp,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,wheat,rural_settlement,lwalwa
me_land_1159,Calen lothdor,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,horses,rural_settlement,
me_land_1160,Rakhim,me_near_harad_region,HNE,place,1.989,me_near_haradrim,me_southron_ways,,wool,rural_settlement,tetum_culture
me_land_1161,Celon lothdor,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,wheat,rural_settlement,
me_land_1162,Sagach Camp,me_rhun_region,RH3,place,4.168,me_sagath,me_melkorism,,wool,rural_settlement,futuna_culture
me_land_1163,Uglmauk,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_1164,Sharach Camp,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,wheat,rural_settlement,
me_land_1165,Westgate,me_mirkwood_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_1166,Celduinfell,me_rhun_region,DOR,place,1.558,me_dorwinrim,me_northern_ways,,wheat,rural_settlement,yarigui_culture
me_land_1167,Alderhall,me_mirkwood_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_1168,Icepoint,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_1169,Nim lothdor,me_south_gondor_region,GON,place,4.714,me_gondorian,me_valar_worship,,clay,rural_settlement,enxet_culture
me_land_1170,Urukmauk,me_angmar_region,WILD,wilderness,0.006,me_northern_orc,me_melkorism,,wild_game,rural_settlement,
me_land_1171,Amon morndor,me_ithilien_region,WILD,wilderness,0.014,me_gondorian,me_valar_worship,,clay,rural_settlement,
me_land_1172,Uldach Camp,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_1173,Wainach Camp,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_1174,Sahrim,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,copper,rural_settlement,
me_land_1175,Tazim,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,horses,rural_settlement,wamesa_culture
me_land_1176,Hollybottom,me_shire_breeland_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_1177,Dol morndor,me_south_gondor_region,GON,place,3.58,me_gondorian,me_valar_worship,,clay,rural_settlement,kaurna_pangkarra_culture
me_land_1178,Ashnakh,me_mordor_region,MOR,place,4.826,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,eastern_abenaki_culture
me_land_1179,Ashhall,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_1180,Azgnakh,me_grey_mountains_region,GUN,place,2.885,me_northern_orc,me_melkorism,,wool,rural_settlement,messufa_culture
me_land_1181,Eithel morndor,me_ithilien_region,WILD,wilderness,0.014,me_gondorian,me_valar_worship,,livestock,rural_settlement,
me_land_1182,Sharbizar,me_lindon_region,BLU,place,0.137,me_firebeard_broadbeam,me_mahal_cult,,wheat,rural_settlement,
me_land_1183,Emyn morndor,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_1184,Zorach Camp,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,wheat,rural_settlement,gunindiri_culture
me_land_1185,Blacknakh,me_mordor_region,MOR,place,4.826,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,east_franconian
me_land_1186,Northpoint,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_1187,Burznakh,me_mordor_region,MOR,place,8.473,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,anuak_culture
me_land_1188,Imlad morndor,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,wool,rural_settlement,kaulong_culture
me_land_1189,Minas morndor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,clay,rural_settlement,
me_land_1190,Palepoint,me_forochel_region,LOS,place,0.211,me_lossoth,me_lossoth_ways,,wild_game,rural_settlement,
me_land_1191,Umrim,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,horses,rural_settlement,walloon
me_land_1192,Dushnakh,me_enedwaith_region,ISE,place,0.33,me_isengard_uruk,me_sauron_cult,,wool,rural_settlement,
me_land_1193,Dalefell,me_rhun_region,DOR,place,2.076,me_dorwinrim,me_northern_ways,,livestock,rural_settlement,surma_culture
me_land_1194,Ost morndor,me_ithilien_region,WILD,wilderness,0.013,me_gondorian,me_valar_worship,,iron,rural_settlement,
me_land_1195,Merrybottom,me_shire_breeland_region,SHI,place,2.868,me_shire_hobbit,me_northern_ways,,fiber_crops,rural_settlement,movima_culture
me_land_1196,Folcfeld,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,wheat,rural_settlement,oroch_culture
me_land_1197,Zarim,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,horses,rural_settlement,wallachian
me_land_1198,Framfeld,me_rohan_region,ROH,place,2.518,me_rohirric,me_northern_ways,,wool,rural_settlement,ormur_culture
me_land_1199,Varkar,me_khand_region,WILD,wilderness,0.006,me_variag,me_melkorism,,salt,rural_settlement,
me_land_1200,Azrir,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,copper,rural_settlement,
me_land_1201,Ghashnakh,me_mirkwood_region,DOL,place,1.838,me_mordor_orc,me_sauron_cult,,wool,rural_settlement,tolomako_culture
me_land_1202,Zandar,me_khand_region,KHA,place,2.896,me_variag,me_melkorism,,wheat,rural_settlement,merya_culture
me_land_1203,Arzash,me_khand_region,KHA,place,0.657,me_variag,me_melkorism,,copper,rural_settlement,
me_land_1204,Taur morndor,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_1205,Barrowhall,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_1206,Bar morndor,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,clay,rural_settlement,katla_culture
me_land_1207,Calen morndor,me_belfalas_region,DAM,place,2.341,me_dol_amrothian,me_valar_worship,,wool,rural_settlement,qin_culture
me_land_1208,Gornakh,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_1209,Sealpoint,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,livestock,rural_settlement,
me_land_1210,Snowpoint,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,clay,rural_settlement,
me_land_1211,Grishnakh,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_1212,Celon morndor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_1213,Nim morndor,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,wool,rural_settlement,kate_culture
me_land_1214,Krimpnakh,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_1215,Bahrir,me_far_harad_region,HRA,place,3.612,me_near_haradrim,me_southron_ways,,wool,rural_settlement,italki
me_land_1216,Amon nendor,me_lindon_region,LIN,place,0.129,me_sindar,me_valar_worship,,livestock,rural_settlement,
me_land_1217,Dol nendor,me_anorien_region,GON,place,5.186,me_gondorian,me_valar_worship,,clay,rural_settlement,chorotega_culture
me_land_1218,Darir,me_far_harad_region,HRA,place,3.612,me_near_haradrim,me_southron_ways,,wool,rural_settlement,istroromanian
me_land_1219,Farir,me_far_harad_region,HFA,place,3.574,me_far_haradrim,me_southron_ways,,wool,rural_settlement,kolla_culture
me_land_1220,Balad Camp,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,wheat,rural_settlement,luvale
me_land_1221,Eithel nendor,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_1222,Starpoint,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,wool,rural_settlement,
me_land_1223,Emyn nendor,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,clay,rural_settlement,
me_land_1224,Lugnakh,me_north_arnor_region,ANG,place,1.492,me_northern_orc,me_melkorism,,clay,rural_settlement,yuin_culture
me_land_1225,Mauhnakh,me_angmar_region,WILD,wilderness,0.006,me_northern_orc,me_melkorism,,fish,rural_settlement,
me_land_1226,Hadrir,me_far_harad_region,WILD,wilderness,0.006,me_far_haradrim,me_southron_ways,,livestock,rural_settlement,
me_land_1227,Imlad nendor,me_brown_lands_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_1228,Minas nendor,me_anorien_region,GON,place,5.186,me_gondorian,me_valar_worship,,clay,rural_settlement,chontal_culture
me_land_1229,Borad Camp,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,wheat,rural_settlement,
me_land_1230,Muzgnakh,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_1231,Ost nendor,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_1232,Kharir,me_far_harad_region,HFA,place,3.574,me_far_haradrim,me_southron_ways,,salt,rural_settlement,kol_papua_culture
me_land_1233,Taur nendor,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,horses,rural_settlement,
me_land_1234,Bar nendor,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_1235,Calen nendor,me_lindon_region,LIN,place,0.129,me_sindar,me_valar_worship,,clay,rural_settlement,
